"PREC","pop_total","pop_hisp_pct","pop_income","pop_college_pct","VR_total_2020","VR_hisp_pct_2020","VR_turnout_2020","votes_trump_2020","votes_biden_2020","votes_trump_pct_2020","votes_biden_pct_2020","votes_total_2020","VR_total_2016","VR_hisp_pct_2016","VR_turnout_2016","votes_trump_2016","votes_clinton_2016","votes_trump_pct_2016","votes_total_2016","votes_clinton_pct_2016","votes_trump_difference"
"2053",2077.23261931605,89.9036746343204,46607,13.2518796992481,1281,72.4,55.815768930523,156,547,21.8181818181818,76.5034965034965,715,1185,75.1,46.5822784810127,95,438,17.2101449275362,552,79.3478260869565,4.60803689064559
"4094",3101.44236859429,59.6255619075384,55159.6957153232,15.039749550607,1921,30.8,66.0593440916189,576,671,45.3900709219858,52.876280535855,1269,1829,29,58.5565882996173,509,500,47.5256769374416,1071,46.6853408029879,-2.13560601545582
"2017",3092.05398773006,98.8430268918074,30000,6.52400835073069,1201,90.9,39.4671107410491,101,366,21.3080168776371,77.2151898734177,474,1225,91.8,32.4897959183673,58,323,14.572864321608,398,81.1557788944724,6.73515255602909
"3037",4240.61999419617,55.9249900252693,92481,42.5995807127883,2919,36.6,74.1692360397396,900,1238,41.5704387990762,57.1824480369515,2165,2805,35,63.030303030303,789,860,44.6266968325792,1768,48.6425339366516,-3.05625803350297
"4173",2976.81927409262,49.7322111706197,54160,28.7023460410557,1727,25.5,64.7944412275622,513,579,45.8445040214477,51.7426273458445,1119,1701,25,59.2592592592593,503,445,49.9007936507937,1008,44.1468253968254,-4.05628962934593
"1086",5003.65850945495,80.8327121712278,41004,11.2789880534083,2507,62.4,59.7526924611089,471,1012,31.4419225634179,67.5567423230975,1498,2365,61.1,53.8689217758985,379,856,29.7488226059655,1274,67.1899529042386,1.69309995745243
"1043",2991.93815216297,77.6094778644573,43495.4228550829,10.8506459846605,1620,71,57.0987654320988,301,608,32.5405405405405,65.7297297297297,925,1468,69.8,48.9782016348774,224,470,31.1543810848401,719,65.3685674547983,1.38615945570049
"1084",4807.14744665924,85.0411773910088,36674.7460210715,7.04164716967015,2143,71.7,51.2832477834811,318,759,28.9353958143767,69.0627843494086,1099,2115,71.1,44.113475177305,274,613,29.3676312968918,933,65.7020364415863,-0.432235482515043
"2139",2959.90252257864,52.3395909218268,107857,39.5655877342419,1954,45.4,71.4431934493347,608,766,43.5530085959885,54.8710601719198,1396,1863,45.8,59.7423510466989,488,554,43.8454627133872,1113,49.7753818508535,-0.292454117398698
"3049",2683.58778625954,17.3943962451998,108103,71.8524983635173,2183,14.2,81.2643151626202,920,836,51.8602029312289,47.1251409244645,1774,2098,13.9,74.2612011439466,867,606,55.6482670089859,1558,38.8960205391528,-3.78806407775701
"2072",5668.42384298368,64.6820737780483,73689.04,27.0882946989876,3281,50,68.0889972569339,907,1282,40.5998209489705,57.3858549686661,2234,3140,48.7,59.6178343949045,719,987,38.4081196581197,1872,52.724358974359,2.19170129085079
"2145",618.683081155433,61.9100872288079,82109,34.6436561201662,355,46.8,77.7464788732394,109,164,39.4927536231884,59.4202898550725,276,340,49.7,62.6470588235294,98,109,46.0093896713615,213,51.1737089201878,-6.5166360481731
"2076",3435.96097949433,49.2149758454106,76891,28.6998034260039,2459,42.3,70.5164701098007,717,982,41.3494809688581,56.6320645905421,1734,2261,43.7,62.7598407784166,599,718,42.2128259337562,1419,50.5990133897111,-0.863344964898033
"2108",1532.03902050567,49.2149758454106,76891,28.6998034260039,1178,33.2,77.8438030560272,443,457,48.309705561614,49.8364231188659,917,1134,31.3,67.989417989418,404,316,52.3994811932555,771,40.9857328145266,-4.08977563164156
"2084",4837.12254762582,43.0929405789741,103300,43.4464836771155,3413,32,75.0952241429827,1263,1267,49.2781896215373,49.4342567303941,2563,3357,30.2,67.6794757223712,1174,945,51.6725352112676,2272,41.5933098591549,-2.39434558973034
"4170",958.776783136009,56.2336984872196,50146,23.9654107473749,453,37.7,54.5253863134658,105,140,42.5101214574899,56.6801619433198,247,482,34.9,48.1327800829876,93,127,40.0862068965517,232,54.7413793103448,2.42391456093816
"2127",4135.38008902618,60.7100010538166,86741.0383723925,41.0998392300604,2693,45.5,68.3252877831415,736,1068,40,58.0434782608696,1840,2536,44.1,59.5820189274448,628,797,41.5618795499669,1511,52.7465254798147,-1.5618795499669
"2099",3038.87745237418,43.0929405789741,103300,43.4464836771155,1618,37.9,69.283065512979,492,605,43.8893844781445,53.9696699375558,1121,1508,36.4,60.7427055702918,403,451,43.9956331877729,916,49.235807860262,-0.10624870962841
"3016",254.628839390387,51.9068280429322,75424,40.6270627062706,216,27.8,75,77,85,47.5308641975309,52.4691358024691,162,205,23.9,69.2682926829268,79,55,55.6338028169014,142,38.7323943661972,-8.10293861937055
"3132",3612.76376068376,59.6135921637065,44999.7918766677,43.8089271377868,1636,38.8,55.6234718826406,311,588,34.1758241758242,64.6153846153846,910,1520,36.5,48.4210526315789,278,390,37.7717391304348,736,52.9891304347826,-3.59591495461061
"3068",7130.73137914464,57.4373484236055,46510,25.1916095199677,2929,40.9,58.4158415841584,524,1145,30.62536528346,66.9199298655757,1711,2623,40.5,51.9252764010675,404,835,29.6622613803231,1362,61.3069016152717,0.963103903136915
"3161",5381.59166438605,48.1150268504594,59897.1428571429,37.4939028425526,2884,37.3,62.5866851595007,670,1098,37.1191135734072,60.8310249307479,1805,2783,34.2,53.2518864534675,609,778,41.0931174089069,1482,52.4966261808367,-3.97400383549968
"3069",5060.83337680197,41.7618184106132,82384.4758877685,51.0227151894285,3256,28.7,77.948402948403,1117,1384,44.0110323089047,54.5311268715524,2538,3115,26,68.7319422150883,1030,957,48.1083605791686,2141,44.6987389070528,-4.09732827026396
"3115",2228,35.4129263913824,143009,65.5384615384615,1798,20.2,83.5372636262514,761,724,50.6657789613848,48.202396804261,1502,1787,20,76.8886401790711,761,552,55.3857350800582,1374,40.174672489083,-4.71995611867341
"3162",1715.60143690733,51.9429193182226,75577.2065868263,40.6447799338741,1358,37.6,72.6067746686303,419,548,42.4949290060852,55.578093306288,986,1133,35,65.0485436893204,317,353,43.0122116689281,737,47.8968792401628,-0.517282662842895
"4099",2804.33088845834,56.5535988653823,58006,17.1679197994987,1343,49.2,57.6321667907669,282,472,36.4341085271318,60.9819121447028,774,1329,46.9,49.5861550037622,255,364,38.6949924127466,659,55.2352048558422,-2.2608838856148
"3038",1735.95616438356,54.9019607843137,77321,46.3146314631463,1256,40.8,73.7261146496815,423,488,45.6803455723542,52.6997840172786,926,1197,40.4,68.671679197995,378,408,45.985401459854,822,49.6350364963504,-0.305055887499805
"2131",992.718249733191,52.2661815976959,56332,45.5148741418764,457,34.1,61.925601750547,94,182,33.2155477031802,64.3109540636042,283,351,42.7,60.3988603988604,68,129,32.0754716981132,212,60.8490566037736,1.140076005067
"4141",1182.82134570766,72.612748803225,25042,9.50292397660819,467,50.3,34.0471092077088,37,118,23.2704402515723,74.2138364779874,159,471,45.6,28.8747346072187,16,116,11.7647058823529,136,85.2941176470588,11.5057343692194
"4117",722.733833718245,36.5021669229694,50403,29.2088854247857,538,30.3,73.6059479553903,174,219,43.9393939393939,55.3030303030303,396,510,32.2,65.2941176470588,157,149,47.1471471471471,333,44.7447447447448,-3.20775320775321
"2133",583.741661355428,60.5704028719585,88798,43.6073773054079,353,44.8,75.070821529745,105,157,39.622641509434,59.2452830188679,265,340,43.8,62.6470588235294,90,110,42.2535211267606,213,51.6431924882629,-2.6308796173266
"3010",1981.13340281397,50.3762827822121,46295,36.3362798570623,702,37.5,59.97150997151,123,293,29.2161520190024,69.5961995249406,421,646,33.6,48.6068111455108,102,190,32.484076433121,314,60.5095541401274,-3.26792441411865
"2119",581.276625495223,45.8403260608967,39240,46.1490875347974,319,38.2,56.4263322884012,38,142,21.1111111111111,78.8888888888889,180,325,36.3,48.3076923076923,29,120,18.4713375796178,157,76.4331210191083,2.63977353149328
"3135",1622.20699300699,55.1287290559869,53873,52.6074498567335,994,31.3,68.8128772635815,239,432,34.9415204678363,63.1578947368421,684,880,29.2,63.8636363636364,269,267,47.864768683274,562,47.508896797153,-12.9232482154378
"3057",1015.5408388521,41.3877054169203,79211,51.7567851883021,602,23.9,73.2558139534884,216,221,48.9795918367347,50.1133786848073,441,583,24.4,69.4682675814751,194,183,47.9012345679012,405,45.1851851851852,1.07835726883346
"2117",2056.6743263225,98.3148289587725,27749.9071038251,3.05071390290885,670,83.9,54.7761194029851,70,290,19.0735694822888,79.0190735694823,367,610,83.3,45.7377049180328,51,220,18.2795698924731,279,78.8530465949821,0.793999589815709
"2018",2310.91084337349,97.3329245861435,33239,5.78764142732811,1147,87.5,64.0802092414996,169,561,22.9931972789116,76.3265306122449,735,1084,87.9,55.9963099630996,111,483,18.2866556836903,607,79.5716639209226,4.70654159522129
"4023",4108.60620621572,76.9621893787709,44219.6962743647,12.5152781483084,2400,65.5,63.7916666666667,571,943,37.2958850424559,61.5937295885042,1531,2195,61,56.0820045558087,497,667,40.3736799350122,1231,54.1835905767669,-3.07779489255627
"1011",1198.861810391,97.74938289531,35614,4.19301944249239,576,85.4,49.6527777777778,78,202,27.2727272727273,70.6293706293706,286,553,83.9,40.6871609403255,50,172,22.2222222222222,225,76.4444444444444,5.05050505050505
"1127",1416.66511627907,87.8271166370634,40282,5.7689110556941,631,84.9,47.2266244057052,83,211,27.8523489932886,70.8053691275168,298,629,87.4,42.6073131955485,51,212,19.0298507462687,268,79.1044776119403,8.82249824701993
"3182",1005.59504984531,46.5214564369311,68033,47.4120082815735,785,34,78.9808917197452,278,337,44.8387096774194,54.3548387096774,620,781,30.6,68.5019206145967,263,254,49.1588785046729,535,47.4766355140187,-4.32016882725355
"3180",1951.87943661972,41.4844563438941,71836,24.2444444444444,1165,28.4,74.6781115879828,371,489,42.6436781609195,56.2068965517241,870,1090,27.1,63.0275229357798,321,307,46.7248908296943,687,44.6870451237263,-4.08121266877478
"2027",2355.10842086523,80.3924574582247,47372,21.2026026475208,1262,63.3,70.6022187004754,273,605,30.6397306397306,67.9012345679012,891,1238,63.3,63.6510500807754,248,513,31.4720812182741,788,65.1015228426396,-0.832350578543473
"3064",620.166719694559,52.5173611111111,76983,41.8633540372671,424,30.7,81.6037735849057,150,193,43.3526011560694,55.7803468208092,346,433,30.9,67.8983833718245,138,138,46.9387755102041,294,46.9387755102041,-3.58617435413472
"4096",6272.7275163554,50.7031601098453,42069.8355524814,17.7701910431904,2823,36.6,54.7290116896918,571,946,36.957928802589,61.2297734627832,1545,2483,35.7,46.3954893274265,414,663,35.9375,1152,57.5520833333333,1.020428802589
"4206",1111.88662656178,33.1391005528164,69500,34.6998207885305,578,39.3,60.3806228373702,148,189,42.4068767908309,54.1547277936963,349,528,38.1,51.7045454545455,107,146,39.1941391941392,273,53.4798534798535,3.21273759669175
"2159",328.088379009985,60.5704028719585,88798,43.6073773054079,215,46,71.6279069767442,65,83,42.2077922077922,53.8961038961039,154,207,48.3,59.9033816425121,42,75,33.8709677419355,124,60.4838709677419,8.33682446585672
"3018",1861.18855873369,16.031988012758,141640.225688073,71.443215329389,1830,12.7,82.9508196721311,728,771,47.9578392621871,50.7905138339921,1518,1711,12.6,77.2647574517826,671,564,50.7564296520424,1322,42.6626323751891,-2.79859038985526
"3020",3734.19066157241,22.3946887647964,174134.486194478,77.9146992787263,2639,12.7,79.7271693823418,854,1213,40.5893536121673,57.6520912547528,2104,2573,12.1,72.0171006607073,802,915,43.2811656772801,1853,49.3793847814355,-2.69181206511279
"3119",7340.23623931624,53.074119458423,58365.3563695684,48.7344398043172,4019,29.9,69.7437173426225,1162,1584,41.4555833036033,56.5108811987157,2803,3873,26.1,62.2256648592822,1106,1127,45.8921161825726,2410,46.7634854771784,-4.43653287896933
"4124",5348.69508303021,79.9836741264187,32237.1675454013,6.42381895192967,2367,70.6,48.5002112378538,296,836,25.7839721254355,72.8222996515679,1148,2105,72.2,42.2802850356295,192,674,21.5730337078652,890,75.7303370786517,4.21093841757037
"1087",4387.34149054505,80.8327121712278,41004,11.2789880534083,1711,69.3,52.250146113384,251,632,28.076062639821,70.6935123042506,894,1533,69.6,45.5968688845401,192,491,27.4678111587983,699,70.2432045779685,0.608251481022748
"3107",3136.42816601632,42.5663623963907,47202,35.162663423533,1715,36.7,66.997084548105,395,732,34.3777197563098,63.7075718015666,1149,1629,36,61.878453038674,328,587,32.5396825396825,1008,58.234126984127,1.83803721662729
"2121",1071.33778014941,52.2661815976959,56332,45.5148741418764,545,65.7,59.0825688073395,111,207,34.472049689441,64.2857142857143,322,527,64.9,53.1309297912713,102,162,36.4285714285714,280,57.8571428571429,-1.95652173913043
"3091",893.457791515018,23.5349267790727,115061.383043922,67.1508670146952,864,13.4,81.1342592592593,463,227,66.0485021398003,32.3823109843081,701,883,12.5,74.2921857304643,461,148,70.2743902439024,656,22.5609756097561,-4.22588810410217
"3117",4547.13780918728,41.948109936371,90931.0792492179,40.6030330607777,3112,24,78.5668380462725,1276,1136,52.1881390593047,46.4621676891616,2445,3050,22.6,71.9672131147541,1220,842,55.5808656036446,2195,38.3599088838269,-3.39272654433994
"2044",5073.30632854578,95.2928604463896,33847.4150517404,8.65659678127103,2655,82.4,42.1092278719397,289,811,25.8497316636851,72.5402504472272,1118,2440,85,38.0737704918033,173,726,18.6221743810549,929,78.1485468245425,7.22755728263025
"2030",3855.45296240359,89.8214536990087,29587.0569810063,5.43931977543893,1528,89.7,46.4005235602094,150,550,21.1565585331453,77.574047954866,709,1558,90.2,39.0885750962773,86,506,14.1215106732348,609,83.0870279146141,7.03504785991047
"2124",814.564903285947,45.8403260608967,39240,46.1490875347974,620,46.3,77.5806451612903,178,296,37.006237006237,61.5384615384615,481,570,42.6,71.5789473684211,155,233,37.9901960784314,408,57.1078431372549,-0.983959072194359
"3083",2788.08049535604,46.1333333333333,52957,42.5614489003881,1704,25.9,70.4225352112676,624,552,52,46,1200,1690,24.4,63.7278106508876,597,404,55.4317548746518,1077,37.5116063138347,-3.43175487465181
"2088",6251.76725700739,64.7927752635233,70301.9477223063,28.0491009444537,3874,53.3,68.327310273619,918,1684,34.680770683793,63.6191915375897,2647,3643,51.8,59.181992863025,782,1224,36.2708719851577,2156,56.7717996289425,-1.59010130136473
"2148",9479.39337889824,43.3947603929308,45140.6201839423,35.6962713614693,4028,38,57.7706057596822,653,1620,28.0618822518264,69.6175333046841,2327,3425,73.9,52,540,1120,30.3200449185851,1781,62.8860190903986,-2.25816266675868
"1001",925.831534683726,59.2855758239336,62142.4454191033,45.9709533003243,794,48.9,68.0100755667506,107,422,19.8148148148148,78.1481481481481,540,735,52.5,60,85,335,19.2743764172336,441,75.9637188208617,0.540438397581255
"2003",4922.87846081586,93.8546354830927,32906.6873614191,3.47332595008418,2161,87.2,43.4521055067099,199,734,21.1927582534611,78.1682641107561,939,2146.87009590235,57.5382156349898,38.003663003663,96.989247311828,694.652717233362,11.8875502008032,815.889276373147,85.140562248996,9.30520805265792
"2007",4071.88661538797,95.7064528196947,33586.6863362933,6.99924122617382,1726,88.6,47.3928157589803,189,620,23.1051344743276,75.7946210268949,818,1704.6454799227,68.2907665879321,42.6121372031662,114.692505905089,590.703886622289,15.7894736842105,726.385870732231,81.3209494324045,7.31566079011711
"2004",6557.37800876018,83.822923096107,31575.5402038505,8.48944235645664,2984,79.4,46.8498659517426,297,1077,21.244635193133,77.0386266094421,1398,2840,80.7,37.7112676056338,175,858,16.3398692810458,1071,80.1120448179272,4.9047659120873
"4015",2910.4294144052,80.9812133423347,40270.3943709732,21.0760495263225,1845,65,56.1517615176152,218,797,21.042471042471,76.9305019305019,1036,1733,68,48.5285631852279,149,646,17.7170035671819,841,76.8133174791914,3.32546747528912
"2104",517.181019760917,82.9262827694376,37009,15.5143896791267,283,77.4,60.7773851590106,38,133,22.093023255814,77.3255813953488,172,242,77.7,51.6528925619835,14,103,11.2,125,82.4,10.893023255814
"4104",3486.78597556345,44.4262822437391,67390.4918427387,23.9824644798328,2184,36.5,64.010989010989,638,745,45.6366237482117,53.2904148783977,1398,1804,37.3,58.2594235033259,485,496,46.1465271170314,1051,47.1931493815414,-0.509903368819664
"4018",881.748898678414,39.5277207392197,75843,65.0496785505552,1056,29.4,78.4090909090909,172,646,20.7729468599034,78.0193236714976,828,989,31.3,67.5429726996967,137,488,20.5089820359281,668,73.0538922155689,0.263964823975236
"1008",3108.07078526738,72.5201902512066,48699.4120603015,32.3041674810022,1934,50.5,67.3216132368149,208,1079,15.9754224270353,82.8725038402458,1302,1902,55.1,57.1503680336488,154,859,14.1674333026679,1087,79.0248390064397,1.80798912436744
"1010",1084.81081081081,89.6407394489013,29773,9.28777670837344,641,70.7,62.2464898595944,74,321,18.546365914787,80.4511278195489,399,675,72.6,46.0740740740741,55,234,17.6848874598071,311,75.2411575562701,0.861478454979892
"2012",3604.24788167449,94.3872337973229,33704.9371237458,4.43004350062798,1597,88.4,44.1452723857232,153,544,21.7021276595745,77.1631205673759,705,1506,90.2,40.5046480743692,78,517,12.7868852459016,610,84.7540983606557,8.91524241367283
"4004",2054.62124558304,58.6395939086294,48972,32.0797081111423,1174,36.1,58.9437819420784,167,519,24.1329479768786,75,692,899,39.2,42.825361512792,84,279,21.8181818181818,385,72.4675324675325,2.31476615869679
"4119",1017.76991809382,47.5716694772344,31825,48.8261515601783,666,25.1,64.4144144144144,97,324,22.6107226107226,75.5244755244755,429,520,27.3,57.8846153846154,68,202,22.5913621262458,301,67.109634551495,0.0193604844767634
"1065",3407.30962379492,83.1521630282888,51604.2815512217,9.29061737560606,2429,70.2,59.0778097982709,711,712,49.5470383275261,49.616724738676,1435,2114,70,51.4664143803217,468,576,43.0147058823529,1088,52.9411764705882,6.53233244517319
"4075",1250.03819122445,77.6077850701159,48002.0298939248,25.1342495242659,683,75,56.2225475841874,80,302,20.8333333333333,78.6458333333333,384,627,79.3,48.96331738437,59,236,19.2182410423453,307,76.8729641693811,1.61509229098806
"2043",4566.4966150199,92.556564003778,33901.4681498829,5.18240974278642,2300,84.1,46.8260869565217,261,797,24.2339832869081,74.0018570102136,1077,2226,175.2,39.1734052111411,153,696,17.545871559633,872,79.8165137614679,6.68811172727505
"2020",7561.41200698696,93.1152984395501,30013.4257396881,4.75824122842394,2930,71.8,45.6996587030717,241,1078,17.9985063480209,80.5078416728902,1339,2510,73.7,38.2868525896414,103,810,10.7180020811655,961,84.2872008324662,7.28050426685546
"2156",2844.52315134762,47.1173644474949,44789,44.6549391069012,1427,29.4,60.4765241765942,245,610,28.3893395133256,70.6836616454229,863,1100,28.7,55.2727272727273,200,351,32.8947368421053,608,57.7302631578947,-4.50539732877966
"3116",2328.83961777472,61.3193063691972,60392.5364910585,39.2355454626248,1558,45.7,71.6944801026958,439,664,39.3017009847807,59.4449418084154,1117,1554,47,66.2805662805663,425,551,41.2621359223301,1030,53.495145631068,-1.96043493754943
"3026",1988.3081674674,21.1789924973205,190865,81.0344827586207,1492,7.8,84.1823056300268,623,618,49.6019108280255,49.203821656051,1256,1482,8.8,73.8866396761134,532,479,48.5844748858447,1095,43.7442922374429,1.01743594218073
"4009",2503,66.6000799041151,17115,8.2345601996257,1102,60.4,42.7404718693285,93,375,19.7452229299363,79.6178343949045,471,1043,63.1,34.9952061361457,64,283,17.5342465753425,365,77.5342465753425,2.21097635459384
"4008",1364.38570364855,47.5716694772344,31825,48.8261515601783,659,26.4,66.464339908953,166,262,37.8995433789954,59.8173515981735,438,647,30.1,65.0695517774343,155,237,36.8171021377672,421,56.2945368171021,1.08244124122821
"4014",942.87560470068,86.7088746765383,39348.2097560976,11.4957718668028,489,79.1,50.7157464212679,47,195,18.9516129032258,78.6290322580645,248,473,81.2,45.6659619450317,33,177,15.2777777777778,216,81.9444444444444,3.67383512544803
"1078",1148.20214405831,93.9678114110882,35299.4155844156,6.22626148669681,517,89.2,52.6112185686654,61,210,22.4264705882353,77.2058823529412,272,503,91.5,44.9304174950298,33,184,14.6017699115044,226,81.4159292035398,7.82470067673087
"1013",5515.50064075182,96.290676108582,40050,8.51669686771939,2541,87.8,52.6170798898072,262,1058,19.5961106955871,79.1323859386687,1337,2423,89.1,46.223689640941,177,911,15.8035714285714,1120,81.3392857142857,3.79253926701571
"2060",2746.51938717609,83.1316187594554,28455,21.0358565737052,1520,66.6,58.75,244,641,27.3236282194849,71.7805151175812,893,1418,66.6,51.410437235543,183,511,25.1028806584362,729,70.0960219478738,2.22074756104866
"2028",4852.05671536037,67.3729967476645,48483.4058577406,30.5837149071556,2275,63.5,69.010989010989,451,1109,28.7261146496815,70.6369426751592,1570,2174,61.4,61.4075436982521,377,911,28.2397003745318,1335,68.2397003745318,0.486414275149691
"2029",4426.09133683236,86.5362881364134,23338.5626715462,5.8106357978315,1315,86.7,41.6730038022814,123,420,22.4452554744526,76.6423357664234,548,1340,89.3,37.8358208955224,80,403,15.7790927021696,507,79.4871794871795,6.66616277228293
"3035",1072.79090909091,43.2663316582915,82429,64.859437751004,856,31.3,73.3644859813084,273,348,43.4713375796178,55.4140127388535,628,801,29.6,65.5430711610487,235,269,44.7619047619048,525,51.2380952380952,-1.29056718228693
"4010",3608.30098146129,69.3665158371041,29137,5.2048354600403,1526,41.5,44.8230668414155,92,586,13.4502923976608,85.672514619883,684,1304,36.7,32.2085889570552,21,390,5,420,92.8571428571429,8.45029239766082
"4011",3367.81515371244,67.9909824921138,26093.1057108141,8.49705718281593,1601,41.4,46.9706433479076,94,644,12.5,85.6382978723404,752,1477,36.1,35.5450236966825,44,463,8.38095238095238,525,88.1904761904762,4.11904761904762
"4039",3007.44329501916,34.4166395840104,26332,17.7464008859358,1413,23.9,47.1337579617834,68,592,10.2102102102102,88.8888888888889,666,1405,18,42.0640569395018,33,544,5.58375634517767,591,92.0473773265651,4.62645386503254
"1026",3088.66724886466,94.5776243269262,37919.6416231418,5.24737428861955,1344,87.5,47.0238095238095,167,453,26.4240506329114,71.6772151898734,632,1339,88.1,44.7348767737117,106,474,17.6961602671119,599,79.1318864774624,8.72789036579954
"1022",2151.18372093023,87.8271166370634,40282,5.7689110556941,985,85.6,49.9492385786802,123,367,25,74.5934959349593,492,1003,86.9,45.2642073778664,85,353,18.7224669603524,454,77.7533039647577,6.27753303964758
"2032",1423.60708860759,92.6894563426689,32685,4.96575342465753,538,86.1,55.3903345724907,66,228,22.1476510067114,76.510067114094,298,521,89.4,45.873320537428,44,183,18.4100418410042,239,76.5690376569038,3.73760916570723
"4017",3149.80837626193,56.6010953377775,54100.4688609229,42.9105852715668,2378,42.1,58.578637510513,266,1087,19.0954773869347,78.0330222541278,1393,2151,48.5,54.7652254765226,226,851,19.1850594227504,1178,72.2410865874363,-0.0895820358157522
"2035",1942.85542168675,58.7143503847895,52375,39.1432396251673,1391,36.8,72.2501797268152,221,776,21.9900497512438,77.2139303482587,1005,1300.7602484472,42.0951552795031,66.5644171779141,157.607453416149,653.372670807453,18.2027649769585,865.843478260869,75.4608294930876,3.78728477428525
"2055",3130.22742280741,34.4405547209055,84008.8087291399,71.7204063950984,1920,17.7,59.8958333333333,244,881,21.2173913043478,76.6086956521739,1150,1821,16.7,64.0307523338825,256,838,21.9554030874786,1166,71.8696397941681,-0.73801178313073
"4110",2166.90059568131,47.5716694772344,31825,48.8261515601783,1236,33.1,66.4239482200647,181,617,22.0462850182704,75.1522533495737,821,1095,37.6,58.7214611872146,145,441,22.5505443234837,643,68.5847589424572,-0.504259305213271
"1025",1853.97209302326,87.8271166370634,40282,5.7689110556941,770,89.1,38.1818181818182,68,223,23.1292517006803,75.8503401360544,294,750,90.1,29.8666666666667,30,185,13.3928571428571,224,82.5892857142857,9.73639455782313
"1045",8322.36778734834,89.1302481325663,48058,15.9482183371146,3427,83.8,55.7338780274292,536,1343,28.0628272251309,70.3141361256544,1910,2968,85.7,50.6401617250674,303,1126,20.1596806387226,1503,74.9168330006653,7.90314658640833
"1040",6389.26996043766,95.2982884663902,37380.1474110927,6.84440165583875,2830,85.8,44.9469964664311,304,955,23.8993710691824,75.0786163522013,1272,2864,174.1,43.0865921787709,193,995,15.6401944894652,1234,80.6320907617504,8.25917657971724
"1029",3924.49542328177,90.3738940241626,31473.779085683,5.94135654810484,2019,84.5,52.4517087667162,247,802,23.3238904627007,75.7318224740321,1059,1971,165,44.5966514459665,137,709,15.5858930602958,879,80.6598407281001,7.73799740240487
"2054",3301,67.9794001817631,53106,45.5691056910569,2002,53.2,66.1338661338661,262,1042,19.7885196374622,78.7009063444109,1324,1940,55.5,59.1237113402062,201,882,17.5239755884917,1147,76.8962510897995,2.26454404897052
"2037",1996.98827667057,51.9068280429322,75424,40.6270627062706,1552,38.5,71.7783505154639,522,574,46.8581687612208,51.5260323159785,1114,1473,39,65.8520027155465,442,468,45.5670103092784,970,48.2474226804124,1.29115845194247
"3127",6877.4175856065,43.7676321571805,75321.5856598985,42.8374589151271,3780,34.1,71.9576719576719,1102,1569,40.5147058823529,57.6838235294118,2720,3209,34.6,62.7921470863197,853,1031,42.3325062034739,2015,51.166253101737,-1.81780032112101
"2038",2455.0695822981,63.4224471639604,51478.4630593132,30.0916918536573,1261,45.2,75.4163362410785,336,601,35.3312302839117,63.1966351209253,951,1232,101.6,65.5032467532468,290,472,35.9355638166047,807,58.4882280049566,-0.60433353269304
"2138",2765.85361322683,64.4995597299677,33763,33.140697932874,1102,44.2,59.5281306715064,248,396,37.8048780487805,60.3658536585366,656,968,46.4,54.8553719008264,183,307,34.4632768361582,531,57.8154425612053,3.34160121262229
"3146",6297.71102184248,46.2791424167849,70083.9585409253,43.7284594518471,3577,35.9,70.4221414593235,880,1597,34.9344978165939,63.3981738785232,2519,3103,34,63.4547212375121,778,1040,39.5124428643982,1969,52.8186896901981,-4.57794504780429
"3036",7680,50.5078125,62560,50.7936507936508,4419,34.9,66.2367051369088,1011,1868,34.5404851383669,63.8196105227195,2927,3460,34.5,58.7861271676301,758,1092,37.2664700098328,2034,53.6873156342183,-2.72598487146592
"3044",2276.16232821342,40.4436860068259,73214,39.4017094017094,1565,26,72.6517571884984,530,596,46.6138962181179,52.4186455584872,1137,1500.76764341725,21.272141972761,65.5855855855856,515.579034255056,413.725134131242,52.3809523809524,984.287247214197,42.032967032967,-5.76705616283453
"3030",2936.3113147914,26.9800868393472,123111,62.952122099101,2235,15,81.7897091722595,953,854,52.1334792122538,46.7177242888403,1828,2136,14.5,75.0468164794007,905,600,56.4566437928883,1603,37.4298190892077,-4.3231645806345
"3045",2005.38874841972,26.9800868393472,123111,62.952122099101,1607,17.3,78.4069695084007,706,542,56.031746031746,43.015873015873,1260,1587,18.4,70.825456836799,671,392,59.6975088967972,1124,34.8754448398576,-3.66576286505113
"1031",3509.09560006068,92.1195153032697,34735.5215815486,4.54422796290175,1577,85.4,49.4610019023462,180,586,23.0769230769231,75.1282051282051,780,1521,87.7,42.7350427350427,95,530,14.6153846153846,650,81.5384615384615,8.46153846153846
"1041",4952.33283946287,90.8315352008293,39895.1613372093,5.01817173758369,2430,86.9,43.7037037037037,253,795,23.8229755178908,74.8587570621469,1062,2414,88.2,37.9453189726595,154,735,16.8122270742358,916,80.2401746724891,7.01074844365496
"1032",5397.90975895883,96.3466413203412,41720.2652416808,2.73463144426182,2520,87.5,45.7539682539683,233,903,20.2081526452732,78.3174327840416,1153,2548,89.4,39.3642072213501,138,825,13.7587238285145,1003,82.2532402791625,6.44942881675874
"2019",4038.78504944735,96.1405130575456,27662,4.03571428571429,1829,87.8,44.2318206670312,156,648,19.283065512979,80.0988875154512,809,1789,89.9,35.6064840693125,98,510,15.3846153846154,637,80.0627943485086,3.8984501283636
"2144",3727.97945015274,61.571397987583,81923,24.851886498285,1915,52.4,70.1305483028721,438,876,32.6135517498139,65.2271034996277,1343,1827,53.3,60.4269293924466,381,672,34.5108695652174,1104,60.8695652173913,-1.89731781540354
